Subject,SubjectGroup,CommonSubjectLabel,qualification,year,SubjectTaken,SCQFLevel
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2014,Yes,4
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2014,Yes,5
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2014,Yes,6
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2015,Yes,2
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2015,Yes,3
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2015,Yes,4
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2015,Yes,5
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2015,Yes,6
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2016,Yes,2
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2016,Yes,3
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2016,Yes,4
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2016,Yes,5
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2016,Yes,6
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2017,Yes,2
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2017,Yes,3
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2017,Yes,4
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2017,Yes,5
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2017,Yes,6
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2018,Yes,2
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2018,Yes,3
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2018,Yes,4
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2018,Yes,5
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2018,Yes,6
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2019,Yes,2
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2019,Yes,3
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2019,Yes,4
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2019,Yes,5
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2019,Yes,6
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,2
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,3
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,4
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,5
Art and Design: Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,6
"Creative and Digital Media: Technologies, Processes and Practices",OtherComputing,DigitalMedia,NationalProgressionAward,2019,Yes,2
"Creative and Digital Media: Technologies, Processes and Practices",OtherComputing,DigitalMedia,NationalProgressionAward,2019,Yes,3
"Creative and Digital Media: Technologies, Processes and Practices",OtherComputing,DigitalMedia,NationalProgressionAward,2019,Yes,4
"Creative and Digital Media: Technologies, Processes and Practices",OtherComputing,DigitalMedia,NationalProgressionAward,2019,Yes,5
"Creative and Digital Media: Technologies, Processes and Practices",OtherComputing,DigitalMedia,NationalProgressionAward,2019,Yes,6
"Creative and Digital Media: Technologies, Processes and Practices",OtherComputing,DigitalMedia,NationalProgressionAward,2020,Yes,2
"Creative and Digital Media: Technologies, Processes and Practices",OtherComputing,DigitalMedia,NationalProgressionAward,2020,Yes,3
"Creative and Digital Media: Technologies, Processes and Practices",OtherComputing,DigitalMedia,NationalProgressionAward,2020,Yes,4
"Creative and Digital Media: Technologies, Processes and Practices",OtherComputing,DigitalMedia,NationalProgressionAward,2020,Yes,5
"Creative and Digital Media: Technologies, Processes and Practices",OtherComputing,DigitalMedia,NationalProgressionAward,2020,Yes,6
"Creative and Digital Media: Technologies, Processes and Practices",OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,2
"Creative and Digital Media: Technologies, Processes and Practices",OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,3
"Creative and Digital Media: Technologies, Processes and Practices",OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,4
"Creative and Digital Media: Technologies, Processes and Practices",OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,5
"Creative and Digital Media: Technologies, Processes and Practices",OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,6
Creative Digital Media,OtherComputing,DigitalMedia,Intermediate1,2010,Yes,4
Creative Digital Media,OtherComputing,DigitalMedia,Intermediate1,2011,Yes,4
Creative Digital Media,OtherComputing,DigitalMedia,Intermediate1,2012,Yes,4
Creative Digital Media,OtherComputing,DigitalMedia,Intermediate1,2013,Yes,4
Creative Facial Techniques and Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2014,Yes,2
Creative Facial Techniques and Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2014,Yes,3
Creative Facial Techniques and Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2014,Yes,4
Creative Facial Techniques and Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2014,Yes,5
Creative Facial Techniques and Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2014,Yes,6
Creative Facial Techniques and Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2015,Yes,2
Creative Facial Techniques and Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2015,Yes,3
Creative Facial Techniques and Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2015,Yes,4
Creative Facial Techniques and Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2015,Yes,5
Creative Facial Techniques and Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2015,Yes,6
Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2019,Yes,2
Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2019,Yes,3
Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2019,Yes,4
Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2019,Yes,5
Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2019,Yes,6
Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2020,Yes,2
Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2020,Yes,3
Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2020,Yes,4
Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2020,Yes,5
Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2020,Yes,6
Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,2
Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,3
Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,4
Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,5
Digital Media,OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,6
Digital Media Animation,OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,2
Digital Media Animation,OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,3
Digital Media Animation,OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,4
Digital Media Animation,OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,5
Digital Media Animation,OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,6
Digital Media Basics,OtherComputing,DigitalMedia,NationalProgressionAward,2014,Yes,2
Digital Media Basics,OtherComputing,DigitalMedia,NationalProgressionAward,2014,Yes,3
Digital Media Basics,OtherComputing,DigitalMedia,NationalProgressionAward,2014,Yes,4
Digital Media Basics,OtherComputing,DigitalMedia,NationalProgressionAward,2014,Yes,5
Digital Media Basics,OtherComputing,DigitalMedia,NationalProgressionAward,2014,Yes,6
Digital Media Basics,OtherComputing,DigitalMedia,NationalProgressionAward,2015,Yes,2
Digital Media Basics,OtherComputing,DigitalMedia,NationalProgressionAward,2015,Yes,3
Digital Media Basics,OtherComputing,DigitalMedia,NationalProgressionAward,2015,Yes,4
Digital Media Basics,OtherComputing,DigitalMedia,NationalProgressionAward,2015,Yes,5
Digital Media Basics,OtherComputing,DigitalMedia,NationalProgressionAward,2015,Yes,6
Digital Media Basics,OtherComputing,DigitalMedia,NationalProgressionAward,2016,Yes,2
Digital Media Basics,OtherComputing,DigitalMedia,NationalProgressionAward,2016,Yes,3
Digital Media Basics,OtherComputing,DigitalMedia,NationalProgressionAward,2016,Yes,4
Digital Media Basics,OtherComputing,DigitalMedia,NationalProgressionAward,2016,Yes,5
Digital Media Basics,OtherComputing,DigitalMedia,NationalProgressionAward,2016,Yes,6
Digital Media Basics,OtherComputing,DigitalMedia,NationalProgressionAward,2017,Yes,2
Digital Media Basics,OtherComputing,DigitalMedia,NationalProgressionAward,2017,Yes,3
Digital Media Basics,OtherComputing,DigitalMedia,NationalProgressionAward,2017,Yes,4
Digital Media Basics,OtherComputing,DigitalMedia,NationalProgressionAward,2017,Yes,5
Digital Media Basics,OtherComputing,DigitalMedia,NationalProgressionAward,2017,Yes,6
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2014,Yes,2
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2014,Yes,3
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2014,Yes,4
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2014,Yes,5
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2014,Yes,6
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2015,Yes,2
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2015,Yes,3
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2015,Yes,4
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2015,Yes,5
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2015,Yes,6
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2016,Yes,2
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2016,Yes,3
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2016,Yes,4
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2016,Yes,5
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2016,Yes,6
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2017,Yes,2
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2017,Yes,3
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2017,Yes,4
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2017,Yes,5
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2017,Yes,6
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2018,Yes,2
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2018,Yes,3
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2018,Yes,4
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2018,Yes,5
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2018,Yes,6
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2019,Yes,2
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2019,Yes,3
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2019,Yes,4
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2019,Yes,5
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2019,Yes,6
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,2
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,3
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,4
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,5
Digital Media Editing,OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,6
Digital Media Production,OtherComputing,DigitalMedia,NationalProgressionAward,2014,Yes,2
Digital Media Production,OtherComputing,DigitalMedia,NationalProgressionAward,2014,Yes,3
Digital Media Production,OtherComputing,DigitalMedia,NationalProgressionAward,2014,Yes,4
Digital Media Production,OtherComputing,DigitalMedia,NationalProgressionAward,2014,Yes,5
Digital Media Production,OtherComputing,DigitalMedia,NationalProgressionAward,2014,Yes,6
Digital Media Production,OtherComputing,DigitalMedia,NationalProgressionAward,2015,Yes,2
Digital Media Production,OtherComputing,DigitalMedia,NationalProgressionAward,2015,Yes,3
Digital Media Production,OtherComputing,DigitalMedia,NationalProgressionAward,2015,Yes,4
Digital Media Production,OtherComputing,DigitalMedia,NationalProgressionAward,2015,Yes,5
Digital Media Production,OtherComputing,DigitalMedia,NationalProgressionAward,2015,Yes,6
Digital Media Production,OtherComputing,DigitalMedia,NationalProgressionAward,2016,Yes,2
Digital Media Production,OtherComputing,DigitalMedia,NationalProgressionAward,2016,Yes,3
Digital Media Production,OtherComputing,DigitalMedia,NationalProgressionAward,2016,Yes,4
Digital Media Production,OtherComputing,DigitalMedia,NationalProgressionAward,2016,Yes,5
Digital Media Production,OtherComputing,DigitalMedia,NationalProgressionAward,2016,Yes,6
Digital Media Production,OtherComputing,DigitalMedia,NationalProgressionAward,2017,Yes,2
Digital Media Production,OtherComputing,DigitalMedia,NationalProgressionAward,2017,Yes,3
Digital Media Production,OtherComputing,DigitalMedia,NationalProgressionAward,2017,Yes,4
Digital Media Production,OtherComputing,DigitalMedia,NationalProgressionAward,2017,Yes,5
Digital Media Production,OtherComputing,DigitalMedia,NationalProgressionAward,2017,Yes,6
Digital Media Production,OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,2
Digital Media Production,OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,3
Digital Media Production,OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,4
Digital Media Production,OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,5
Digital Media Production,OtherComputing,DigitalMedia,NationalProgressionAward,2021,Yes,6
Beauty and Digital Communication,OtherComputing,NA,NationalProgressionAward,2014,Yes,2
Beauty and Digital Communication,OtherComputing,NA,NationalProgressionAward,2014,Yes,3
Beauty and Digital Communication,OtherComputing,NA,NationalProgressionAward,2014,Yes,4
Beauty and Digital Communication,OtherComputing,NA,NationalProgressionAward,2014,Yes,5
Beauty and Digital Communication,OtherComputing,NA,NationalProgressionAward,2014,Yes,6
Beauty and Digital Communication,OtherComputing,NA,NationalProgressionAward,2021,Yes,2
Beauty and Digital Communication,OtherComputing,NA,NationalProgressionAward,2021,Yes,3
Beauty and Digital Communication,OtherComputing,NA,NationalProgressionAward,2021,Yes,4
Beauty and Digital Communication,OtherComputing,NA,NationalProgressionAward,2021,Yes,5
Beauty and Digital Communication,OtherComputing,NA,NationalProgressionAward,2021,Yes,6
Cyber Security,OtherComputing,NA,NationalProgressionAward,2017,Yes,2
Cyber Security,OtherComputing,NA,NationalProgressionAward,2017,Yes,3
Cyber Security,OtherComputing,NA,NationalProgressionAward,2017,Yes,4
Cyber Security,OtherComputing,NA,NationalProgressionAward,2017,Yes,5
Cyber Security,OtherComputing,NA,NationalProgressionAward,2017,Yes,6
Cyber Security,OtherComputing,NA,NationalProgressionAward,2018,Yes,2
Cyber Security,OtherComputing,NA,NationalProgressionAward,2018,Yes,3
Cyber Security,OtherComputing,NA,NationalProgressionAward,2018,Yes,4
Cyber Security,OtherComputing,NA,NationalProgressionAward,2018,Yes,5
Cyber Security,OtherComputing,NA,NationalProgressionAward,2018,Yes,6
Cyber Security,OtherComputing,NA,NationalProgressionAward,2019,Yes,2
Cyber Security,OtherComputing,NA,NationalProgressionAward,2019,Yes,3
Cyber Security,OtherComputing,NA,NationalProgressionAward,2019,Yes,4
Cyber Security,OtherComputing,NA,NationalProgressionAward,2019,Yes,5
Cyber Security,OtherComputing,NA,NationalProgressionAward,2019,Yes,6
Cyber Security,OtherComputing,NA,NationalProgressionAward,2020,Yes,2
Cyber Security,OtherComputing,NA,NationalProgressionAward,2020,Yes,3
Cyber Security,OtherComputing,NA,NationalProgressionAward,2020,Yes,4
Cyber Security,OtherComputing,NA,NationalProgressionAward,2020,Yes,5
Cyber Security,OtherComputing,NA,NationalProgressionAward,2020,Yes,6
Cyber Security,OtherComputing,NA,NationalProgressionAward,2021,Yes,2
Cyber Security,OtherComputing,NA,NationalProgressionAward,2021,Yes,3
Cyber Security,OtherComputing,NA,NationalProgressionAward,2021,Yes,4
Cyber Security,OtherComputing,NA,NationalProgressionAward,2021,Yes,5
Cyber Security,OtherComputing,NA,NationalProgressionAward,2021,Yes,6
Data Science,OtherComputing,NA,NationalProgressionAward,2021,Yes,2
Data Science,OtherComputing,NA,NationalProgressionAward,2021,Yes,3
Data Science,OtherComputing,NA,NationalProgressionAward,2021,Yes,4
Data Science,OtherComputing,NA,NationalProgressionAward,2021,Yes,5
Data Science,OtherComputing,NA,NationalProgressionAward,2021,Yes,6
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2014,Yes,2
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2014,Yes,3
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2014,Yes,4
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2014,Yes,5
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2014,Yes,6
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2015,Yes,2
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2015,Yes,3
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2015,Yes,4
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2015,Yes,5
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2015,Yes,6
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2016,Yes,2
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2016,Yes,3
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2016,Yes,4
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2016,Yes,5
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2016,Yes,6
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2017,Yes,2
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2017,Yes,3
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2017,Yes,4
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2017,Yes,5
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2017,Yes,6
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2018,Yes,2
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2018,Yes,3
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2018,Yes,4
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2018,Yes,5
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2018,Yes,6
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2019,Yes,2
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2019,Yes,3
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2019,Yes,4
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2019,Yes,5
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2019,Yes,6
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2020,Yes,2
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2020,Yes,3
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2020,Yes,4
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2020,Yes,5
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2020,Yes,6
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2021,Yes,2
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2021,Yes,3
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2021,Yes,4
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2021,Yes,5
Digital Literacy,OtherComputing,NA,NationalProgressionAward,2021,Yes,6
Digital Passport,OtherComputing,NA,NationalProgressionAward,2016,Yes,2
Digital Passport,OtherComputing,NA,NationalProgressionAward,2016,Yes,3
Digital Passport,OtherComputing,NA,NationalProgressionAward,2016,Yes,4
Digital Passport,OtherComputing,NA,NationalProgressionAward,2016,Yes,5
Digital Passport,OtherComputing,NA,NationalProgressionAward,2016,Yes,6
Digital Passport,OtherComputing,NA,NationalProgressionAward,2017,Yes,2
Digital Passport,OtherComputing,NA,NationalProgressionAward,2017,Yes,3
Digital Passport,OtherComputing,NA,NationalProgressionAward,2017,Yes,4
Digital Passport,OtherComputing,NA,NationalProgressionAward,2017,Yes,5
Digital Passport,OtherComputing,NA,NationalProgressionAward,2017,Yes,6
Digital Passport,OtherComputing,NA,NationalProgressionAward,2018,Yes,2
Digital Passport,OtherComputing,NA,NationalProgressionAward,2018,Yes,3
Digital Passport,OtherComputing,NA,NationalProgressionAward,2018,Yes,4
Digital Passport,OtherComputing,NA,NationalProgressionAward,2018,Yes,5
Digital Passport,OtherComputing,NA,NationalProgressionAward,2018,Yes,6
Digital Passport,OtherComputing,NA,NationalProgressionAward,2021,Yes,2
Digital Passport,OtherComputing,NA,NationalProgressionAward,2021,Yes,3
Digital Passport,OtherComputing,NA,NationalProgressionAward,2021,Yes,4
Digital Passport,OtherComputing,NA,NationalProgressionAward,2021,Yes,5
Digital Passport,OtherComputing,NA,NationalProgressionAward,2021,Yes,6
Mobile Technology,OtherComputing,NA,NationalCertificate,2021,Yes,3
Mobile Technology,OtherComputing,NA,NationalCertificate,2021,Yes,4
Mobile Technology,OtherComputing,NA,NationalCertificate,2021,Yes,5
Mobile Technology,OtherComputing,NA,NationalCertificate,2021,Yes,6
Mobile Technology,OtherComputing,NA,NationalProgressionAward,2021,Yes,2
Mobile Technology,OtherComputing,NA,NationalProgressionAward,2021,Yes,3
Mobile Technology,OtherComputing,NA,NationalProgressionAward,2021,Yes,4
Mobile Technology,OtherComputing,NA,NationalProgressionAward,2021,Yes,5
Mobile Technology,OtherComputing,NA,NationalProgressionAward,2021,Yes,6
PC Passport,OtherComputing,NA,NationalProgressionAward,2018,Yes,2
PC Passport,OtherComputing,NA,NationalProgressionAward,2018,Yes,3
PC Passport,OtherComputing,NA,NationalProgressionAward,2018,Yes,4
PC Passport,OtherComputing,NA,NationalProgressionAward,2018,Yes,5
PC Passport,OtherComputing,NA,NationalProgressionAward,2018,Yes,6
PC Passport,OtherComputing,NA,NationalProgressionAward,2019,Yes,2
PC Passport,OtherComputing,NA,NationalProgressionAward,2019,Yes,3
PC Passport,OtherComputing,NA,NationalProgressionAward,2019,Yes,4
PC Passport,OtherComputing,NA,NationalProgressionAward,2019,Yes,5
PC Passport,OtherComputing,NA,NationalProgressionAward,2019,Yes,6
PC Passport,OtherComputing,NA,NationalProgressionAward,2020,Yes,2
PC Passport,OtherComputing,NA,NationalProgressionAward,2020,Yes,3
PC Passport,OtherComputing,NA,NationalProgressionAward,2020,Yes,4
PC Passport,OtherComputing,NA,NationalProgressionAward,2020,Yes,5
PC Passport,OtherComputing,NA,NationalProgressionAward,2020,Yes,6
PC Passport,OtherComputing,NA,NationalProgressionAward,2021,Yes,2
PC Passport,OtherComputing,NA,NationalProgressionAward,2021,Yes,3
PC Passport,OtherComputing,NA,NationalProgressionAward,2021,Yes,4
PC Passport,OtherComputing,NA,NationalProgressionAward,2021,Yes,5
PC Passport,OtherComputing,NA,NationalProgressionAward,2021,Yes,6
PC Passport: Advanced,OtherComputing,NA,NationalProgressionAward,2014,Yes,2
PC Passport: Advanced,OtherComputing,NA,NationalProgressionAward,2014,Yes,3
PC Passport: Advanced,OtherComputing,NA,NationalProgressionAward,2014,Yes,4
PC Passport: Advanced,OtherComputing,NA,NationalProgressionAward,2014,Yes,5
PC Passport: Advanced,OtherComputing,NA,NationalProgressionAward,2014,Yes,6
PC Passport: Advanced,OtherComputing,NA,NationalProgressionAward,2016,Yes,2
PC Passport: Advanced,OtherComputing,NA,NationalProgressionAward,2016,Yes,3
PC Passport: Advanced,OtherComputing,NA,NationalProgressionAward,2016,Yes,4
PC Passport: Advanced,OtherComputing,NA,NationalProgressionAward,2016,Yes,5
PC Passport: Advanced,OtherComputing,NA,NationalProgressionAward,2016,Yes,6
PC Passport: Beginner,OtherComputing,NA,NationalProgressionAward,2014,Yes,2
PC Passport: Beginner,OtherComputing,NA,NationalProgressionAward,2014,Yes,3
PC Passport: Beginner,OtherComputing,NA,NationalProgressionAward,2014,Yes,4
PC Passport: Beginner,OtherComputing,NA,NationalProgressionAward,2014,Yes,5
PC Passport: Beginner,OtherComputing,NA,NationalProgressionAward,2014,Yes,6
PC Passport: Beginner,OtherComputing,NA,NationalProgressionAward,2015,Yes,2
PC Passport: Beginner,OtherComputing,NA,NationalProgressionAward,2015,Yes,3
PC Passport: Beginner,OtherComputing,NA,NationalProgressionAward,2015,Yes,4
PC Passport: Beginner,OtherComputing,NA,NationalProgressionAward,2015,Yes,5
PC Passport: Beginner,OtherComputing,NA,NationalProgressionAward,2015,Yes,6
PC Passport: Beginner,OtherComputing,NA,NationalProgressionAward,2016,Yes,2
PC Passport: Beginner,OtherComputing,NA,NationalProgressionAward,2016,Yes,3
PC Passport: Beginner,OtherComputing,NA,NationalProgressionAward,2016,Yes,4
PC Passport: Beginner,OtherComputing,NA,NationalProgressionAward,2016,Yes,5
PC Passport: Beginner,OtherComputing,NA,NationalProgressionAward,2016,Yes,6
PC Passport: Beginner,OtherComputing,NA,NationalProgressionAward,2017,Yes,2
PC Passport: Beginner,OtherComputing,NA,NationalProgressionAward,2017,Yes,3
PC Passport: Beginner,OtherComputing,NA,NationalProgressionAward,2017,Yes,4
PC Passport: Beginner,OtherComputing,NA,NationalProgressionAward,2017,Yes,5
PC Passport: Beginner,OtherComputing,NA,NationalProgressionAward,2017,Yes,6
PC Passport: Intermediate,OtherComputing,NA,NationalProgressionAward,2014,Yes,2
PC Passport: Intermediate,OtherComputing,NA,NationalProgressionAward,2014,Yes,3
PC Passport: Intermediate,OtherComputing,NA,NationalProgressionAward,2014,Yes,4
PC Passport: Intermediate,OtherComputing,NA,NationalProgressionAward,2014,Yes,5
PC Passport: Intermediate,OtherComputing,NA,NationalProgressionAward,2014,Yes,6
PC Passport: Intermediate,OtherComputing,NA,NationalProgressionAward,2015,Yes,2
PC Passport: Intermediate,OtherComputing,NA,NationalProgressionAward,2015,Yes,3
PC Passport: Intermediate,OtherComputing,NA,NationalProgressionAward,2015,Yes,4
PC Passport: Intermediate,OtherComputing,NA,NationalProgressionAward,2015,Yes,5
PC Passport: Intermediate,OtherComputing,NA,NationalProgressionAward,2015,Yes,6
PC Passport: Intermediate,OtherComputing,NA,NationalProgressionAward,2016,Yes,2
PC Passport: Intermediate,OtherComputing,NA,NationalProgressionAward,2016,Yes,3
PC Passport: Intermediate,OtherComputing,NA,NationalProgressionAward,2016,Yes,4
PC Passport: Intermediate,OtherComputing,NA,NationalProgressionAward,2016,Yes,5
PC Passport: Intermediate,OtherComputing,NA,NationalProgressionAward,2016,Yes,6
PC Passport: Intermediate,OtherComputing,NA,NationalProgressionAward,2017,Yes,2
PC Passport: Intermediate,OtherComputing,NA,NationalProgressionAward,2017,Yes,3
PC Passport: Intermediate,OtherComputing,NA,NationalProgressionAward,2017,Yes,4
